name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW230831_015414,GW230831_015414-v1,1377482072.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230831_015414-v1,43.0,-10.0,16.0,31.0,-10.0,12.0,8.6,,,4700.0,-2700.0,3900.0,0.04,-0.28,0.28,74.0,-15.0,23.0,31.2,-6.5,9.9,,,,0.74,-0.38,0.48,0.29,,,0.99,,,70.0,-14.0,22.0
GW230830_064744,GW230830_064744-v1,1377413282.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230830_064744-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,3.5,,,0.55,,,,,
GW230825_041334,GW230825_041334-v1,1376972032.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230825_041334-v1,45.0,-13.0,17.0,27.8,-8.8,12.1,8.8,,,4600.0,-2800.0,4100.0,0.31,-0.28,0.23,73.0,-16.0,22.0,30.4,-6.5,9.5,,,,0.73,-0.39,0.5,0.1,,,0.98,,,69.0,-15.0,21.0
GW230824_135331,GW230824_135331-v1,1376920429.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230824_135331-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,6.2,,,0.58,,,,,
GW230824_033047,GW230824_033047-v1,1376883065.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230824_033047-v1,53.0,-12.0,16.0,36.0,-13.0,12.0,11.1,,,4600.0,-2200.0,2600.0,-0.01,-0.24,0.21,88.0,-12.0,19.0,36.8,-5.8,8.6,,,,0.73,-0.3,0.33,1e-05,,,0.99,,,84.0,-12.0,18.0
GW230823_142524,GW230823_142524-v1,1376835942.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230823_142524-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,1.6,,,0.86,,,,,
GW230822_230337,GW230822_230337-v1,1376780635.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230822_230337-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,1.5,,,0.86,,,,,
GW230820_212515,GW230820_212515-v1,1376601934.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230820_212515-v1,64.0,-17.0,22.0,32.0,-16.0,19.0,9.3,,,3900.0,-2000.0,2900.0,0.22,-0.28,0.29,96.0,-15.0,21.0,37.9,-9.4,11.2,,,,0.63,-0.29,0.37,0.24,,,0.97,,,92.0,-14.0,19.0
GW230819_171910,GW230819_171910-v1,1376500768.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230819_171910-v1,73.0,-22.0,51.0,33.0,-18.0,21.0,9.9,,,3800.0,-2000.0,3400.0,-0.04,-0.44,0.34,108.0,-22.0,45.0,41.0,-11.0,14.0,,,,0.62,-0.29,0.43,0.011,,,0.99,,,104.0,-21.0,45.0
GW230817_212349,GW230817_212349-v1,1376342647.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230817_212349-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,6.2,,,0.86,,,,,
GW230814_230901,GW230814_230901-v1,1376089759.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230814_230901-v1,33.6,-2.0,2.5,28.4,-2.5,2.0,43.0,,,280.0,-120.0,150.0,-0.01,-0.07,0.06,62.0,-1.9,1.9,26.84,-0.88,0.84,,,,0.06,-0.03,0.03,1e-05,,,0.99,,,59.0,-1.7,1.8
GW230814_061920,GW230814_061920-v1,1376029178.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230814_061920-v1,72.0,-15.0,18.0,43.0,-16.0,16.0,11.2,,,3600.0,-1700.0,2800.0,0.08,-0.25,0.25,115.0,-20.0,24.0,48.0,-10.0,11.0,,,,0.6,-0.25,0.36,0.00063,,,0.99,,,110.0,-19.0,22.0
GW230811_032116,GW230811_032116-v1,1375759294.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230811_032116-v1,36.4,-7.4,8.4,21.7,-4.8,6.7,13.6,,,2000.0,-1000.0,1100.0,0.02,-0.17,0.17,58.3,-6.3,8.4,24.0,-2.3,4.0,,,,0.37,-0.17,0.16,1e-05,,,0.99,,,55.8,-6.1,8.0
GW230807_205045,GW230807_205045-v1,1375476663.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230807_205045-v1,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,2.9,,,0.59,,,,,
GW230806_204041,GW230806_204041-v1,1375389659.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230806_204041-v1,51.0,-12.0,17.0,35.0,-12.0,13.0,9.4,,,5500.0,-2900.0,3500.0,0.08,-0.26,0.26,85.0,-15.0,23.0,35.9,-6.7,10.4,,,,0.84,-0.39,0.41,0.0037,,,0.99,,,81.0,-14.0,22.0
GW230805_034249,GW230805_034249-v1,1375242188.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230805_034249-v1,32.3,-7.3,12.4,22.7,-7.6,7.5,9.5,,,3300.0,-1600.0,2400.0,0.06,-0.28,0.26,55.2,-9.7,13.1,23.2,-4.1,5.6,,,,0.56,-0.24,0.32,0.0037,,,0.99,,,52.6,-9.1,12.3
GW230803_033412,GW230803_033412-v1,1375068870.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230803_033412-v1,46.0,-13.0,19.0,29.0,-10.0,11.0,9.4,,,4800.0,-2400.0,3700.0,0.08,-0.3,0.28,75.0,-16.0,22.0,31.1,-6.7,9.2,,,,0.75,-0.33,0.45,0.31,,,0.99,,,72.0,-15.0,21.0
GW230731_215307,GW230731_215307-v1,1374875605.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230731_215307-v1,10.3,-1.4,2.8,7.8,-1.6,1.2,12.2,,,1110.0,-460.0,340.0,-0.05,-0.06,0.11,18.3,-1.0,1.5,7.77,-0.35,0.57,,,,0.22,-0.08,0.06,1e-05,,,0.99,,,17.45,-1.0,1.53
GW230729_082317,GW230729_082317-v1,1374654215.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230729_082317-v1,12.4,-2.8,7.8,7.6,-2.6,2.1,9.5,,,1620.0,-750.0,800.0,0.12,-0.12,0.23,20.4,-2.4,5.0,8.35,-0.74,0.93,,,,0.3,-0.13,0.12,0.18,,,0.95,,,19.4,-2.3,5.2
GW230728_083628,GW230728_083628-v1,1374568606.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230728_083628-v1,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,1.5,,,0.73,,,,,
GW230726_002940,GW230726_002940-v1,1374366598.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230726_002940-v1,35.3,-5.7,8.5,28.0,-5.6,5.8,10.5,,,2000.0,-1000.0,1200.0,-0.03,-0.22,0.2,63.4,-7.5,10.0,27.2,-3.2,4.2,,,,0.37,-0.17,0.18,1e-05,,,0.99,,,60.5,-7.1,9.4
GW230723_101834,GW230723_101834-v1,1374142732.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230723_101834-v1,16.7,-3.5,6.1,10.8,-2.8,2.8,10.1,,,1580.0,-960.0,680.0,-0.18,-0.16,0.25,27.5,-2.6,5.1,11.44,-0.9,2.04,,,,0.3,-0.17,0.11,0.0034,,,0.99,,,26.5,-2.6,5.0
GW230723_084820,GW230723_084820-v1,1374137318.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230723_084820-v1,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,3.8999999999999995,,,0.64,,,,,
GW230721_222634,GW230721_222634-v1,1374013612.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230721_222634-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,4.1,,,0.73,,,,,
GW230717_102139,GW230717_102139-v1,1373624517.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230717_102139-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,29.0,,,0.7,,,,,
GW230712_090405,GW230712_090405-v1,1373187863.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230712_090405-v1,32.0,-10.0,16.0,11.4,-4.2,15.1,9.5,,,1900.0,-910.0,2070.0,-0.03,-0.3,0.33,44.8,-9.3,20.8,15.7,-2.5,11.0,,,,0.35,-0.15,0.3,0.018,,,0.99,,,43.5,-9.3,19.5
GW230709_122727,GW230709_122727-v1,1372940865.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230709_122727-v1,45.0,-11.0,15.0,30.0,-13.0,13.0,10.2,,,4500.0,-2400.0,3400.0,0.08,-0.3,0.29,75.0,-13.0,20.0,31.2,-6.6,9.3,,,,0.72,-0.34,0.42,0.011,,,0.99,,,71.0,-13.0,19.0
GW230709_063445,GW230709_063445-v1,1372919703.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230709_063445-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,15.0,,,0.83,,,,,
GW230708_230935,GW230708_230935-v1,1372892993.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_230935-v1,65.0,-15.0,18.0,39.0,-14.0,14.0,10.0,,,3400.0,-1500.0,2100.0,0.01,-0.28,0.27,103.0,-15.0,21.0,42.6,-7.5,9.3,,,,0.57,-0.23,0.28,0.0037,,,0.99,,,99.0,-14.0,20.0
GW230708_071859,GW230708_071859-v1,1372835957.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_071859-v1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,1.5,,,0.73,,,,,
GW230708_053705,GW230708_053705-v1,1372829843.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230708_053705-v1,29.1,-5.2,7.7,23.1,-5.1,5.3,8.9,,,3200.0,-1600.0,2000.0,0.06,-0.22,0.22,52.3,-7.4,9.8,22.4,-3.1,4.2,,,,0.54,-0.25,0.26,0.21999999999999997,,,0.99,,,49.7,-7.0,9.3
GW230707_124047,GW230707_124047-v1,1372768865.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230707_124047-v1,45.9,-7.9,11.8,36.8,-9.2,10.5,11.9,,,4400.0,-2300.0,2300.0,-0.06,-0.27,0.24,82.0,-11.0,20.0,35.3,-5.1,8.6,,,,0.7,-0.32,0.28,0.0011,,,0.99,,,78.0,-11.0,19.0
GW230706_104333,GW230706_104333-v1,1372675431.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230706_104333-v1,16.3,-2.9,5.2,11.5,-2.6,2.6,9.2,,,1900.0,-970.0,900.0,0.19,-0.13,0.12,28.0,-2.9,4.3,11.8,-1.1,1.6,,,,0.35,-0.16,0.14,0.23,,,0.98,,,26.6,-2.8,4.1
GW230704_212616,GW230704_212616-v1,1372541194.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230704_212616-v1,92.0,-28.0,43.0,48.0,-24.0,31.0,8.7,,,7100.0,-4200.0,6000.0,0.35,-0.45,0.3,140.0,-30.0,50.0,55.0,-14.0,23.0,,,,1.04,-0.54,0.67,0.51,,,0.93,,,133.0,-29.0,47.0
GW230704_021211,GW230704_021211-v1,1372471949.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230704_021211-v1,33.3,-8.1,11.0,19.9,-5.6,6.5,9.4,,,2600.0,-1400.0,1800.0,-0.01,-0.23,0.2,53.4,-8.0,10.6,22.0,-3.1,4.3,,,,0.45,-0.22,0.25,0.21,,,0.99,,,51.2,-7.8,10.2
GW230702_185453,GW230702_185453-v1,1372359311.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230702_185453-v1,41.0,-13.0,20.0,18.1,-6.5,8.3,10.1,,,2300.0,-1000.0,1720.0,0.04,-0.25,0.27,60.0,-10.0,14.0,23.2,-3.5,3.7,,,,0.41,-0.16,0.24,1e-05,,,0.99,,,58.0,-10.0,15.0
GW230702_162025,GW230702_162025-v1,1372350043.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230702_162025-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,6.5,,,0.6,,,,,
GW230630_234532,GW230630_234532-v1,1372203950.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_234532-v1,10.0,-1.8,3.4,6.7,-1.6,1.4,9.9,,,1070.0,-470.0,510.0,-0.04,-0.08,0.15,16.8,-1.4,2.0,7.07,-0.47,0.55,,,,0.21,-0.09,0.09,0.00042,,,0.99,,,16.1,-1.3,2.0
GW230630_125806,GW230630_125806-v1,1372165104.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_125806-v1,53.0,-15.0,20.0,33.0,-13.0,15.0,9.0,,,5000.0,-2800.0,5100.0,0.18,-0.3,0.28,86.0,-20.0,25.0,35.9,-8.5,10.9,,,,0.79,-0.38,0.59,0.16,,,0.99,,,82.0,-19.0,24.0
GW230630_070659,GW230630_070659-v1,1372144037.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230630_070659-v1,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,0.47000000000000003,,,0.88,,,,,
GW230628_231200,GW230628_231200-v1,1372029138.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230628_231200-v1,32.4,-3.8,5.7,27.2,-5.0,4.9,16.4,,,2250.0,-1080.0,760.0,-0.01,-0.16,0.15,59.2,-4.7,8.5,25.6,-2.1,3.8,,,,0.4,-0.17,0.11,1e-05,,,0.99,,,56.4,-4.4,8.0
GW230627_015337,GW230627_015337-v1,1371866035.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230627_015337-v1,8.4,-1.3,1.7,5.78,-0.9,0.95,28.7,,,305.0,-133.0,64.0,0.02,-0.03,0.08,14.19,-0.44,0.77,6.02,-0.07,0.16,,,,0.07,-0.03,0.01,1e-05,,,0.99,,,13.54,-0.45,0.82
GW230625_211655,GW230625_211655-v1,1371763033.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230625_211655-v1,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,42.0,,,0.61,,,,,
GW230624_214944,GW230624_214944-v1,1371678602.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230624_214944-v1,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,2.2,,,0.69,,,,,
GW230624_113103,GW230624_113103-v1,1371641481.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230624_113103-v1,28.0,-7.3,13.6,16.2,-4.4,4.7,11.4,,,1810.0,-900.0,1260.0,0.18,-0.24,0.27,44.6,-6.9,11.2,18.3,-2.4,3.2,,,,0.33,-0.15,0.19,0.00017999999999999998,,,0.99,,,42.5,-6.6,10.9
GW230618_102550,GW230618_102550-v1,1371119168.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230618_102550-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,49.00000000000001,,,0.59,,,,,
